name,yearpublished,minplayers,maxplayers,rating,designer,publisher
Room Party  The Game!,2014,2,5,5.894,Tess Garman,(Self-Published)
Das Phantom,1993,2,6,5.145,Wolfgang Kramer,AMIGO
Pechvogel,2018,2,5,5.575,Peter J\\u00fcrgensen,Zoch Verlag
Pyramids,2017,2,5,6.774,Matthew Dunstan,Hobby Japan
How to Host a Murder  Saturday Night Cleaver,2001,8,8,5.917,Neal Shusterman,Decipher
Unita,2014,2,4,5.591,Steve Br\\u00fcck,Helvetia Games
Playing Shakespeare,1990,4,24,4.333,Sara Finch,Oxford Games
Blow Football,1910,2,6,3.96,(Uncredited),(Unknown)
Kazaam Dice,2009,2,4,5.004,Jens Jahnke,Wolf Fang P.H.
Star Wars   Escape From Death Star Game,1977,2,4,4.786,(Uncredited),Borras Plana S.A.
Werw\u00f6lfe,2017,6,24,7.571,Ted Alspach,Pegasus Spiele
Monopoly  Banking,2005,2,6,4.751,(Uncredited),Editrice Giochi
What the Food?!,2013,3,8,6.141,Peter Vaughan,Squirmy Beast
Arcane Bakery Clash,2018,2,2,6.958,Robin Gibson,Button Shy
Isidore,2018,2,4,5.544,Hidde van Dijk,Jumbo
Warlords,1997,2,8,4.708,Ian Trout,Strategic Studies Group
Space Maze,2011,2,4,5.868,Michel Baudoin,Wacky Works
The Batman Game,1989,2,6,4.676,A. Robert Moog,University Games
The Amazing Spider-Man Game,1993,2,4,3.0,(Uncredited),Peter Pan Playthings
The Agents,2013,2,5,6.333,Saar Shai,(Self-Published)
Tutto! Volle Lotte,1981,2,10,5.726,(Uncredited),ABACUSSPIELE
Conflix!,1989,2,6,6.212,Thilo Hutzler,ASS Altenburger Spielkarten
The Thin Red Line,1979,2,3,6.595,S. Craig Taylor,Yaquinto
Tiny Ninjas,2019,1,2,7.822,Ryan Leininger,2niverse Games
Paris  New Eden,2019,2,4,6.704,Florian Grenier,Matagot
The Towers of Arkhanos,2019,2,4,7.049,Daniel Alves,CGS- Creative Games Studio
SuperGang,1985,3,5,7.079,G\\u00e9rard Delfanti,Ludodu00e9lire
Wonderland,2018,2,2,6.33,Daniel Solis,Renegade Game Studios
The Fittest,2015,4,6,4.986,Graham Russell (II),Dice Hate Me Studio
Oklahoma Boomers,2014,2,2,6.576,Martyn F,Emma Games
Senshi,2018,2,4,6.643,Dan Manfredini,Arcane Wonders
Panzer Grenadier  Airborne,2001,2,2,6.13,Michael Bennighof,Avalanche Press Ltd.
Pacific Victory (Second Edition),2018,2,2,8.127,Tom Dalgliesh,Columbia Games
Pirates of the Caribbean Buccaneer,2006,2,4,5.386,(Uncredited),Hasbro
Grumpf,2017,2,6,5.875,Pierre Compain,La Bou00eete de Jeu
The Campaigns of King David,2007,2,5,6.393,Robert G. Markham,Clash of Arms Games
Sailor Moon CCG,2000,2,2,5.918,Mark C. MacKinnon,Dart Flipcards
Pirate and Traveller,1908,2,4,5.259,Elizabeth G. Sanderson,Arrow Games Ltd
Serendipity,2008,2,6,4.828,Matthias Etter,Drei Magier Spiele
Movie Plotz,2014,2,12,6.083,Alex Strang,Button Shy
Automania  The Game of the Motor Giants,1991,4,6,5.885,Ian Livingstone,Livingstone Games
Vikings on the Volga,2014,2,5,6.635,Joseph Fatula,The Lumenaris Group
Empires of Zidal,2013,2,4,6.645,Lee Kress,Dog Breath Games LLC
Justice League  Axis of Villains Strategy Game,2013,2,4,5.654,Forrest-Pruzan Creative,Wonder Forge
Deus Vult!,2005,2,2,5.271,Sergio Giovannini,Rose & Poison
Pick Your Poison,2016,3,8,5.492,Tony Pellerito,(Web published)
Godzilla  Kaiju World Wars,2011,2,4,5.38,Richard H. Berg,Toy Vault
Hawken  Real-Time Card Game,2014,2,2,6.311,Matt Hyra,Cryptozoic Entertainment
Ruby Gloom  The Game,2008,2,5,6.335,Kevin Kim,Mandoo Games
Bible TriBond,2000,2,12,3.977,Ed Muccini,Patch Products
Tapestry,2019,1,5,7.533,Jamey Stegmaier,Stonemaier Games
Snap,1866,2,12,3.374,(Uncredited),(Unknown)
Sailor Moon Crystal  Dice Challenge,2018,2,8,6.31,James Ernest,Dyskami Publishing Company
SEEKRIEG 5,2004,2,10,8.114,Jack L. Joyner,Creative Data Systems
Knockout Cricket,1976,2,4,7.017,(Uncredited),Capri
Puzzle Strike  Deluxe,2010,2,4,6.681,David Sirlin,Pegasus Spiele
Renju,0,2,2,6.166,(Uncredited),(Public Domain)
Kill the Hippies,2007,2,6,4.808,Elegwen O\Maoileoin,Golden Laurel Entertainment
Cytosis  A Cell Biology Board Game,2017,2,5,7.122,John Coveyou,Edinorog
\ubc14\ub098\ub098\uadf8\ub7a8\uc2a4,2006,1,8,6.36,Rena Nathanson,AURUM
Clash for a Continent   Battles of the American Revolution and French & Indian War,2005,2,4,7.243,Matt Burchfield,Worthington Games
Dungeon Raiders,2011,3,5,6.716,Phil Walker-Harding,Adventureland Games
Checkpoint Charlie,2016,3,5,6.681,Jose Antonio Abascal Acebo,Devir Games
Orphans & Ashes,2016,2,2,5.828,Ryan Costello,Blind Ferret Entertainment
Dragons & Chickens,2016,2,5,6.221,Josep M. Allu\\u00e9,Devir Games
Peasant Buffet,2015,2,7,5.359,Wayne Butler,Wargi Studios
Phantom Rummy,2005,2,4,5.729,Satoshi Nakamura,Japon Brand
Oceanos,2016,2,5,6.91,Antoine Bauza,Devir
New Angeles,2016,4,6,7.221,James Kniffen,Asmodee
Manager,1991,3,6,6.408,Burkhardt M\\u00fcnchhagen,Hexagames (I)
Boing!,1996,2,4,6.48,Tom Espen,Espenlaub
Trivial Pursuit  World of Harry Potter \u2013 Ultimate Edition,2018,2,8,6.485,(Uncredited),USAopoly
Gridiron Fantasy Football,1995,2,2,5.925,Paul Brown,Upper Deck Entertainment
Perfect Alibi,2015,3,5,6.418,Kristian Amundsen \\u00d8stby,Lautapelit.fi
Shoot The Moon,2004,2,6,5.836,Garrett J. Donner,Alex Brands
7 Wonders,2010,2,7,7.77,Antoine Bauza,Repos Production
M\u00e2amut,2009,2,4,5.222,Alain Epron,Krok Nik Douil editions
Gloom of Kilforth  A Fantasy Quest Game,2017,1,4,7.673,Tristan Hall,Hall or Nothing Productions
Spejle \u00c6g,0,2,4,3.694,(Uncredited),Agerex Oy
Deadly Doodles,2019,1,4,7.0,Samuel Mitschke,Steve Jackson Games
Sub Terra,2017,1,6,7.363,Tim Pinder,Inside the Box Board Games LLP (ITB)
Banana Republic,1993,2,5,5.382,Doris Matth\\u00e4us,Doris & Frank
Vud\u00f9,2014,3,6,6.33,Francesco Giovo,Red Glove
Sokrates,1994,2,4,5.165,Reiner Knizia,Blatz
Basta!,1994,2,6,4.75,(Uncredited),F.X. Schmid
Khan,2010,2,4,6.366,Christwart Conrad,White Goblin Games
Batman  The Animated Series Dice Game,2016,2,4,6.45,Steve Jackson (I),Cryptozoic Entertainment
Big Two,0,2,4,6.587,(Uncredited),(Public Domain)
The Battles of Bull Run,1973,2,2,5.933,Jim Dunnigan,SPI (Simulations Publications
Edo,2012,2,4,7.109,Louis Malz,Queen Games
Second World War at Sea  Bomb Alley,2002,2,2,7.173,Michael Bennighof,Avalanche Press Ltd.
Quiddler Deluxe,1998,1,8,6.051,Marsha J. Falco,AMIGO
Rabbit Hunt,2009,2,4,6.096,Shen-Yang Pan,Swan Panasia Co.
O \u00daltimo Grande Campe\u00e3o,2011,3,6,6.306,Renato Silva Sasdelli,Galu00e1pagos Jogos
Graffiti,2007,3,8,6.432,Jacques Zeimet,999 Games
Cunning Folk,2015,2,4,6.41,Jay E. Treat,Button Shy
My Brain is Bleeding,2001,2,6,4.632,Eric Kriser,Placebo Press
What's My Word?,1972,2,2,7.144,Joli Quentin Kansil,Eagle-Gryphon Games
Yangtze,2016,2,4,6.542,Reiner Knizia,Piatnik
Crisis  Korea 1995,1992,2,4,6.983,Gene Billingsley,GMT Games
Funglish,2009,3,99,5.729,(Uncredited),Hasbro
Scum,2005,4,8,5.998,Kevin Johnson,4J Enterprises
The Fog of War,2016,2,2,7.366,Geoff Engelstein,Stronghold Games
Kings of Artifice,2013,2,4,6.164,Jonny Pac Cantin,Wyrd Miniatures
Monopoly Gamer  Mario Kart,2018,2,4,6.429,Joe Bradford,Hasbro
God of War  The Card Game,2019,1,4,6.891,Fel Barros,CMON Limited
Pants on Fire!,2009,2,8,5.046,Stephen Glenn,R&R Games
Tsukiji,2017,2,4,7.317,Leandro Pires,Redbox Editora (Redbox)
Anti-Monopoly II,1977,2,6,3.807,Ralph Anspach,ASS Altenburger Spielkarten
The Worst-Case Scenario Survival Card Game  Travel Edition,2002,2,8,3.625,(Uncredited),University Games
Legacy  Gears of Time,2012,2,4,7.043,Ben Harkins,Floodgate Games
Palacio de Viana,2010,2,5,6.977,Jes\\u00fas Torres Castro,Jugamos Tod@s
Veto! Szlachecka Gra Karciana 2 edycja (2ed),2007,2,2,6.697,Krzysztof Schechtel,Fabryka Gier Historycznych
The Greek Civil War,2014,2,2,6.729,Brian Train,Decision Games (I)
Si,2007,4,11,5.429,Gianluca Santopietro,Edge Entertainment
Kakerlacula,2018,2,4,6.124,Inka Brand,Ravensburger Spieleverlag GmbH
Pandemonium,2017,1,5,7.652,Marc Ripoll,The Game Forger
Hannibal  The Second Punic War,1991,2,2,5.657,John Sutcliffe,Decision Games (I)
David & Goliath,1997,3,6,6.44,Reinhard Staupe,Berliner Spielkarten
Tasnia,2013,2,4,5.968,Jason Glover,Grey Gnome Games
Mana Burn,1998,2,8,5.147,James Ernest,Andon Unlimited
Ikonikus,2013,2,8,5.991,Manu Palau,Brain Picnic
Paths to Hell,2016,1,2,8.155,Juan Carlos Cebri\\u00e1n,Compass Games
Highland Clans,2005,3,5,5.611,Ralf Burkert,Queen Games
Ultra-Warrior,1981,2,4,4.162,Thomas Zarbock,Task Force Games
Dragon's Gold,2001,3,6,6.452,Bruno Faidutti,Bard Centrum Gier
Bad Medicine,2015,3,8,6.802,Gil Hova,Formal Ferret Games
Introduction to Advanced Dungeons & Dragons,1995,2,7,7.032,Richard Baker,TSR
Friesematenten,1998,2,4,6.252,Friedemann Friese,2F-Spiele
Sen,2017,2,4,6.79,(Uncredited),Nasza Ksiu0119garnia
Navegador,2010,2,5,7.56,Mac Gerdts,PD-Verlag
Masmorra  Dungeons of Arcadia,2017,1,5,7.12,Daniel Alves,CMON Limited
Dragon War,1999,2,6,5.093,Tim Bean,RAK Graphics
Pass the Popcorn! Game,2008,2,8,5.709,(Uncredited),Wiggles 3D
Genesis,2006,2,4,6.395,Reiner Knizia,Face2Face Games
Red Winter  The Soviet Attack at Tolvaj\u00e4rvi,2012,2,2,7.978,Mark Mokszycki,GMT Games
Steam over Holland,2007,2,5,7.36,Bart Van Dijk,Vendetta
Quad Checkers,0,4,4,0.0,(Uncredited),Universal Distributors
Die kleinen Drachenritter,2012,2,4,5.61,Marco Teubner,Competo / Marektoy
Bee Lives  We Will Only Know Summer,2019,1,4,7.168,Matt Shoemaker,Hit Em With a Shoe
Santorini,2016,2,4,7.572,Gord!,Roxley
Imhotep  The Duel,2018,2,2,7.289,Phil Walker-Harding,KOSMOS
Gnadenlos!,2001,3,4,5.96,Klaus Teuber,KOSMOS
Bushido Denied  The Battles of Bataan and Corregidor,2000,2,2,6.9,Paul Rohrbaugh,High Flying Dice Games
Solomon's Temple,2001,2,2,4.125,Doug Gray,Cactus Game Design
Island Trader,2008,1,2,6.334,Gilad Yarnitzky,(Web published)
Twelve Caesars,1997,3,6,4.759,Carlo Bertocchini,The Game Works
Noueni,2013,2,4,6.365,Abstract Games,The Game Crafter
Regimental Fire and Fury,2010,2,0,7.859,Rich Hasenauer,Fire and Fury
Scarab Lords,2002,2,2,6.035,Reiner Knizia,Delta Vision Publishing
The Badger Deck,2014,0,0,7.994,Dennis Bennett,(Self-Published)
Star Munchkin  Guest Artist Edition,2002,3,6,6.118,Steve Jackson (I),Black Monk
Jackson at the Crossroads  Cross Keys & Port Republic,1981,1,2,7.715,Joseph Reiser,SPI (Simulations Publications
The French & Indian War,2005,2,2,6.691,Joseph Miranda,Decision Games (I)
Rune,2019,2,2,6.971,Zemilio,Zemilio Entertainment
Rolling Thunder,1979,2,2,4.623,Steve Weiss,Commando Wargames
Halloween,2017,2,4,6.949,Angelo de Maio,Quined Games
Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,2001,2,4,5.75,Henning Poehl,Sphinx Spieleverlag
Dibs,2002,3,12,7.343,Bill Tolany,Tolany LLC
Katapult,2012,2,4,6.518,Pierre Bourque,Ludik Quu00e9bec
Inquisitio,2009,3,5,5.608,Jani R\\u00f6nkk\\u00f6nen,Tuonela Productions Ltd.
X-ODUS  Rise of the Corruption,2020,1,4,9.028,Romain Lesiuk,Bored Game Ink
Blades of Legend,2012,6,11,6.316,D. Brad Talton,Level 99 Games
Spinnentwist,2005,2,2,6.45,Henning Poehl,Sphinx Spieleverlag
Junk Yard,2002,2,6,5.879,Alan D. Ernstein,Hangman Games
Cromwell's Victory  The Battle of Marston Moor,1985,1,0,6.234,David James Ritchie,TSR
Rising Sun,2018,3,5,7.939,Eric M. Lang,CMON Limited
Recess!,2006,3,5,5.13,Morgan Dontanville,Atlas Games
Best Treehouse Ever,2015,2,4,6.612,Scott Almes,2Geeks
Dungeonology  The Expedition,2019,2,4,7.506,Diego Fonseca,Ares Games
Galactic Starfire,2000,2,2,5.742,Marvin Lamb,Starfire Design Studio
Steel Wolves  The German Submarine Campaign Against Allied Shipping \u2013 Vol 1,2010,1,1,7.689,Stephen C. Jackson,Compass Games
Race to Adventure  The Spirit of the Century Exploration Game,2013,2,5,6.199,Evan Denbaum,Evil Hat Productions
Chartbuster,1970,2,6,6.868,(Uncredited),ASL Pastimes Limited
Orbit War,1992,2,2,5.535,Steve Jackson (I),Steve Jackson Games
Compounded,2013,2,5,6.786,Darrell Louder,Dice Hate Me Studio
Target  Libya,1986,2,2,5.188,David James Ritchie,TSR
Word on the Street Junior,2010,2,8,6.87,Jack Degnan,Educational Insights
Alibi Saknas  Herrg\u00e5rdsmordet,2005,3,6,6.45,Alexandra Bj\\u00f6rnham,Astragal
Timeline,1985,2,2,6.389,George Marino,Geo Games
Heads of State,2008,2,5,6.115,Peter Hawes,eggertspiele
Tang Garden,2020,1,4,7.984,Francesco Testini,ThunderGryph Games
Capital City,2017,3,6,6.465,James Ernest,Calliope Games
Undercover in Europa,2009,3,6,4.959,Claude Weber,HUCH!
Truco,0,2,6,7.117,(Uncredited),(Public Domain)
Mother Sheep,2006,2,6,5.35,Jeb Havens,Playroom Entertainment
Castle Lords,2002,3,6,4.478,Francis Pacherie,Clash of Arms Games
Knack den Code-X,2001,1,0,5.357,Martin Arnold,M + A Spiele
Sushi Draft,2012,3,5,5.636,Takahiro Amioka,Blue Orange (EU)
Wooden Ships & Iron Men,1974,2,2,7.035,S. Craig Taylor,The Avalon Hill Game Co
HEXplore It  The Forests of Adrimon,2019,1,7,8.221,Kat Kimoundri,Mariucci J. Designs
Number Rumba!,1991,1,2,7.368,Theo Coster,Spears Games
LEGO Constructionary Game,1999,3,6,4.565,Terry Miller Associates,LEGO
Taurus,2008,2,4,7.74,Peter Wichmann,LudoArt Verlag
Deadland,2017,2,6,5.331,Sergio Roncucci,Giochi Uniti
Stockers!,1995,3,6,5.347,Martin Wallace,Warfrog Games
Mutants,2019,1,4,7.675,Sen-Foong Lim,Lucky Duck Games
Calico,2020,1,4,8.214,Kevin Russ,Flatout Games
Team Play,2015,3,6,6.967,Johannes Schmidauer-K\\u00f6nig,Arclight
Scotland Yard Junior,2014,2,4,6.088,Michael Schacht,Ravensburger Spieleverlag GmbH
Redemption,1995,2,5,5.823,Rob Anderson,Cactus Game Design
Mission  Combat!,2013,2,2,6.578,Sebastian Seifferth,Smiling Monster Games
Tales of Glory,2018,2,5,7.245,Romain Chastan,Ankama
My Little Pony Hide & Seek,2005,2,6,4.972,The Merlin Group,Hasbro
The Producer  1940-1944,2015,2,4,6.036,Manlio Zaninotti,Apokalypse Inc
Phobos Rising!,2016,1,1,5.96,Joseph Miranda,Decision Games (I)
Heave Ho!,2002,2,2,6.262,Richard Borg,KOSMOS
Arcadia Quest  Inferno,2017,2,4,8.101,Thiago Aranha,CMON Limited
Torch,1985,2,2,7.153,John Astell,Game Designers Workshop
Kingsburg,2007,2,5,7.205,Andrea Chiarvesio,Stratelibri
The Faceless,2018,2,4,6.958,Guido Albini,Alter Ego Games
Captains of the Golden Age,2016,2,4,6.944,Aron Groot,Golden Age Games
R-Eco,2003,2,5,6.623,Susumu Kawasaki,999 Games
Gold Train,2000,2,6,5.1,John Bohrer,Winsome Games
Pass-out,1962,2,6,3.589,Frank Bresee,McNaughty Games
No Time For Heroes,2016,1,4,6.94,Rodrigo Gonz\\u00e1lez,Holocubierta Ediciones
Aeon's End,2016,1,4,8.04,Kevin Riley,Action Phase Games
Vampire,2000,3,5,5.906,Reiner Knizia,Goldsieber Spiele
Billionaire Banshee,2014,2,15,6.338,Steven \\Razlo\\ Bailey,Breaking Games
Madness At Midnight,2017,2,4,6.508,Mads L. Brynnum,Mr. B Games
Insula,2009,2,5,6.225,Radim Jurda,Czech Board Games
Raider!,1981,2,6,6.755,Michael C. McDaniel,Yaquinto
Advanced Dungeons & Dragons Battlesystem (second edition),1989,2,2,5.88,Douglas Niles,TSR
Taxi Wildlife,2014,2,4,6.124,Florian Racky,HABA
Wiz-War (eighth edition),2012,2,4,7.077,Tom Jolly,Fantasy Flight Games
Holiday Fluxx,2014,2,5,6.269,Andrew Looney,Looney Labs
Toilet Trouble,2016,2,99,3.891,(Uncredited),Hasbro
Betrayal at Baldur's Gate,2017,3,6,7.18,Chris Dupuis,Avalon Hill Games
Game of Knowledge,1984,2,10,5.459,(Uncredited),Milton Bradley
Bloody Legacy \/ Das blutige Erbe,2004,2,8,5.39,Tony Boydell,Surprised Stare Games Ltd
Heroes and Tricks,2017,2,6,5.539,Eduardo Baraf,Pencil First Games
Black Jacky,2018,2,6,6.37,Johannes Krenner,Ravensburger Spieleverlag GmbH
The DragonLords,1978,2,2,6.367,Scott B. Bizar,Fantasy Games Unlimited
OrkoMondo,2002,2,4,5.595,Spartaco Albertarelli,Kidultgame
In a Grove,2011,3,4,6.314,Jun Sasaki,Oink Games
Matching Madness,1985,2,6,5.794,Hermann Seitz,Damm / Egmont
Silver Bayonet  The First Team in Vietnam,2016,1,2,8.172,Gene Billingsley,GMT Games
M.U.L.E. The Board Game,2015,3,4,6.578,Heikki Harju,Lautapelit.fi
Ships,2015,2,4,6.914,Martin Wallace,Treefrog Games
All-Star Baseball,1941,2,2,5.949,Ethan Nathan Allen,Cadaco
Hera and Zeus,2000,2,2,6.498,Richard Borg,KOSMOS
Hannibal  Rome vs. Carthage,1996,2,2,7.809,Mark Simonitch,Valley Games
Hype,1985,2,6,5.804,Steve Fairnie,Bu00fctehorn Spiele
Frutti di Mare  Veni,2017,2,6,6.612,Maarten de Schrijver,Black Box Adventures
Im Auftrag des K\u00f6nigs,2004,2,4,6.111,Lorenz Kutschke,Adlung-Spiele
An Evening of Murder  Fatal Reunion,2002,8,8,5.0,(Uncredited),Irwin Toy Ltd.
Ubongo  Star Wars \u2013 Das Erwachen der Macht,2015,1,4,6.286,Grzegorz Rejchtman,KOSMOS
Fool!,2018,4,8,6.727,Friedemann Friese,2F-Spiele
X nimmt!,2016,2,4,6.8,Wolfgang Kramer,AMIGO
Blitzkrieg!,2019,1,2,7.85,Paolo Mori,Banana Games
Spellbound,2012,1,4,6.833,Gordon Lamont,Fragor Games
Dice of Arkham,2012,1,1,6.244,Mads L. Brynnum,(Web published)
Chronicle,2009,3,6,6.822,Seiji Kanai,Kanai Factory
The California Raisins Board Game,1987,2,4,5.66,(Uncredited),Decipher
Razzia,1992,3,8,6.365,Stefan Dorra,Ravensburger Spieleverlag GmbH
The Voyage of the Mayflower,1996,1,4,4.273,Ron Toelke,Chatham Hill Games
Journal 29  Interactive Book Game,2017,1,0,7.328,D. Chassapakis,(Self-Published)
BoardGameGeek  The Card Game,2015,2,6,5.461,Candy Weber,Game Salute
Complicated Board Game the Card Game,2017,3,6,6.43,Patrick Brennan,offcut games
Wurzburg,1975,2,2,6.983,Jim Dunnigan,Editora Abril
The White Shadow,1938,2,2,5.413,(Uncredited),Cadaco
The War for the Union,1992,2,2,7.051,Rob Beyma,AGEMA
Baseball Card All Star Game,1987,1,2,5.41,Mark Hegman,Cap Toys
WaveLength,2001,3,8,4.5,T. Hostetler,WaveLength Games
Portable Adventures  8th Grade,2003,2,4,5.834,Dan Smith,Third World Games
Spirits of the Wild,2018,2,2,7.473,Nick Hayes,Mattel
Take the Train,2007,2,6,5.17,(Uncredited),The United States Playing Card Company
Slavika  Equinox,2014,2,5,6.695,Marcin Welnicki,Rebel
Dominant Species,2010,2,6,7.849,Chad Jensen,GMT Games
Old School Tactical  Volume 2 \u2013 West Front 1944-45,2017,2,3,8.493,Shayne Logan,Flying Pig Games
A Game of Gnomes,2015,2,4,6.503,Gordon Lamont,Fragor Games
Perry Rhodan  The Cosmic League,2007,2,2,6.774,Heinrich Glumpler,KOSMOS
Freeloader,2002,3,6,5.648,James Ernest,Cheapass Games
Rubik's Illusion,1989,2,2,5.985,Joe Dibley,Matchbox
Mine All Mines,2017,2,5,5.701,Adrian Adamescu,IDW Games
CO\u2082  Second Chance,2018,1,4,7.723,Vital Lacerda,Giochix.it
Two-Cushion Bumpershot,1971,2,4,5.596,(Uncredited),Ideal
Ring-A-Ding-Ding,2011,2,6,5.73,Jeanie Gadish,AMIGO
Eternas,2011,2,2,5.567,Mark Fuchs,Hobby World
The Amberden Affair,2013,3,6,5.895,Michael Domeny,Breaking Games
Space Hulk (third edition),2009,2,2,7.537,Richard Halliwell,Games Workshop Ltd.
Kingdom Quest,2007,2,4,5.478,Frank Dyksterhuis,Dr. Wood Challenge Centre
Jungle Speed  20 Years,2014,2,8,6.653,Thomas Vuarchex,Asmodee
Noteability,1990,3,6,4.55,(Uncredited),Casper
3-Ring Circus Card Game,1960,2,4,0.0,(Uncredited),House of Ideas
#MyLife,2019,2,6,5.789,(Uncredited),AMIGO
Gauntlet of Fools,2012,2,6,6.008,Donald X. Vaccarino,Indie Boards & Cards
Harun,1984,2,20,6.667,Alex Randolph,Edition Perlhuhn (Gu00f6ttinger Spiele)
Papillons,2007,2,4,5.807,Oriol Comas i Coma,Cocktail Games
Hamsterrolle,2000,2,4,6.815,Jacques Zeimet,Zoch Verlag
Caminos,2010,2,4,6.66,Stefan K\\u00f6gl,Bru00e4ndi
The Flight of the Goeben,1970,2,2,7.375,Tony  Morale,SPI (Simulations Publications
Sarena,2011,2,4,6.208,Christophe Boelinger,Ludically
Fortune City,2018,2,4,6.743,Chih-Fan Chen,Big Fun Games (Board Game)
Feed the ducks,2011,2,4,7.143,N\\u00e9stor Romeral Andr\\u00e9s,nestorgames
Stratego  Star Wars Saga Edition,2005,2,2,5.821,(Uncredited),Milton Bradley
Direwild,2018,2,4,7.757,Vas Obeyesekere,Iron Horde Games
Tank Battle,1975,2,2,5.347,(Uncredited),Editrice Giochi
Armada,1978,2,2,4.993,Greg Costikyan,SPI (Simulations Publications
Jurassic Park Game,1993,2,8,5.164,(Uncredited),Milton Bradley
Svea Rike,1996,2,5,6.359,Dan Glimne,Anvu00e4ndbart Litet Fu00f6retag
The Great Battles of Alexander,1991,2,2,6.999,Mark Herman,GMT Games
Bl\u00f6de Kuh,2018,3,6,6.583,Florian Racky,Drei Hasen in der Abendsonne
Twelve Men's Morris,0,2,2,5.839,(Uncredited),(Public Domain)
Rubik's Revolution,2006,1,6,4.521,(Uncredited),Techno Source
Maka Bana,2003,3,6,6.643,Fran\\u00e7ois Haffner,IELLO
Monopoly  World of Warcraft Collector's Edition,2012,2,6,5.744,TV Series: Spongebob Squarepants,Blizzard Entertainment
Chocolatl,2010,3,5,6.402,G\\u00fcnter Burkhardt,HUCH!
Relic,2013,2,4,6.821,John Goodenough,Fantasy Flight Games
Black Stories 4,2008,2,15,5.99,Holger B\\u00f6sch,G3
Silly Shenanigans,2015,2,4,6.711,Hans Baumgartner,HABA
Malarky,1996,3,6,5.65,David Feldman,Alga
Dark Dealings,2016,1,6,6.623,Michael D. Kelley,Nevermore Games
Ciao,1997,2,4,5.974,Alex Randolph,Drei Hasen in der Abendsonne
Monopoly  Singapore,2000,2,8,4.644,(Uncredited),Hasbro
Wanted 7,2017,2,6,6.774,Eloi Pujadas,GDM Games
The Walking Dead  All Out War,2016,1,2,7.899,Mark Latham,2Tomatoes
Villages,2011,2,6,6.563,Jaron Frost,Fridgecrisis Games
Alchemist,2007,2,5,6.231,Carlo A. Rossi,AMIGO
Flash Duel  Revised Second Edition,2015,1,5,7.184,David Sirlin,Sirlin Games
Launchpad 23,2011,2,4,5.64,Andrew Looney,Looney Labs
Scarab,2002,2,4,6.124,Nico Reuter,Silberberg Spiele
Hollywood for Sale,1994,3,6,5.453,Vergil Siegl,Ravensburger Spieleverlag GmbH
1940  What If Germany Went East?,2010,2,4,6.557,Ty Bomba,Decision Games (I)
Pit,1903,3,8,6.387,Edgar Cayce,(Self-Published)
Living Labyrinth,2008,2,4,5.405,Julie Haehn,Bucephalus Games
Tryce,1969,3,6,5.857,(Uncredited),3M
A Chaotic Life!,2015,2,4,3.166,Family Games,GrubTon Games
The Cities Game,1970,0,0,4.95,(Uncredited),Communications/Research/Machines/Inc.
18OE  On the Rails of the Orient Express,2014,2,8,8.152,Edward Sindelar,Designs In Creative Entertainment (DICE)
Bookmaker,2012,3,9,5.77,Giuseppe De Carolis,Giochi Uniti
Biker Mice from Mars  Take Back the City,1994,2,4,3.5,(Uncredited),Canada Games
EuroFront,1995,2,6,7.084,Craig Besinque,Columbia Games
Gruff  Rage of the Trolls,2017,1,2,8.099,Brent Critchfield,Studio Woe
Pie Factory,2014,2,4,5.691,Bryan Fischer,Dice Hate Me Studio
1800,2002,2,3,6.324,Antonio Leal,(Web published)
Trivial Pursuit  DVD,2005,2,6,4.982,Brian Hersch,Parker Brothers
Longstreet Attacks  The Second Day at Gettysburg,2018,1,4,8.632,Hermann Luttmann,Revolution Games (II)
Der Garten des Sonnenk\u00f6nigs,1996,2,5,5.919,G\\u00fcnter Cornett,Bambus Spieleverlag
A Touch of Evil  The Supernatural Game,2008,2,8,6.964,Jason C. Hill,Flying Frog Productions
Scrabble,1948,2,4,6.283,Alfred Mosher Butts,(Unknown)
Drachenturm,2016,2,4,6.558,Carlo A. Rossi,HABA
Hotshots,2017,1,4,7.101,Justin De Witt,Fireside Games
Towers of Wyoming,2000,2,4,4.5,Jonathan Leistiko,(Web published)
Around the World in 80 Days,1986,2,6,6.022,Wolfgang Kramer,Fisher Price
Skworms,1997,2,4,4.0,(Uncredited),Parker Brothers
Dice Deck,1987,1,8,5.0,Mike Ferguson,Innovention
